State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
TX,2,69.1,,78.0,29.93,10.0,6.9,
LA,2,78.1,,58.0,30.01,10.0,13.8,
TX,2,64.6,,82.0,29.87,10.0,8.1,
TX,2,66.2,,94.0,29.94,10.0,,
OK,2,54.0,,49.0,29.95,10.0,12.7,
OK,2,69.1,,18.0,30.09,10.0,21.9,
TX,2,80.6,,26.0,30.05,10.0,12.7,
LA,2,78.1,,56.0,30.06,10.0,10.4,
TX,2,77.0,,21.0,30.06,10.0,15.0,
AL,3,59.0,,83.0,30.02,10.0,13.8,
TN,2,71.1,,51.0,29.82,10.0,11.5,
TX,3,68.0,,90.0,29.97,10.0,4.6,
TX,2,80.6,,51.0,30.02,9.0,4.6,
TX,2,77.0,,69.0,30.01,10.0,8.1,
TX,2,73.9,,79.0,30.08,10.0,,
UT,2,,,,,,,
CO,3,33.1,,41.0,30.26,10.0,,
AZ,2,43.0,38.8,30.0,30.0,10.0,6.9,
AZ,2,71.6,,9.0,30.07,10.0,4.6,
AZ,3,80.1,,7.0,29.94,10.0,8.1,
AZ,2,85.6,,5.0,29.89,10.0,5.8,
AZ,2,84.4,,6.0,29.87,10.0,11.5,
TX,2,73.0,,8.0,29.99,10.0,8.1,
OR,2,51.1,,77.0,30.13,10.0,8.1,
CA,2,50.0,,71.0,30.08,10.0,6.9,
CA,2,60.1,,64.0,30.09,10.0,8.1,
CA,2,57.9,,65.0,30.11,10.0,3.5,
CA,2,54.0,,83.0,29.98,10.0,12.7,
CA,2,57.0,,42.0,30.04,10.0,5.8,
CA,2,62.1,,62.0,30.05,10.0,11.5,
CA,2,64.9,,26.0,30.01,10.0,,
CA,3,64.9,,47.0,30.07,10.0,9.2,
CA,2,64.9,,58.0,30.06,10.0,10.4,
CA,2,68.0,,50.0,30.04,10.0,4.6,
CA,2,71.1,,29.0,30.01,10.0,13.8,
CA,3,64.9,,58.0,30.05,10.0,9.2,
CA,3,62.1,,52.0,29.99,10.0,9.2,
CA,3,63.0,,54.0,29.99,10.0,9.2,
CA,2,61.0,,31.0,29.94,10.0,11.5,
MI,3,,,,30.04,,,
MI,2,43.5,37.1,43.0,30.13,10.0,12.7,
PA,2,42.8,41.1,81.0,29.64,10.0,3.5,
NY,2,37.9,32.1,93.0,29.67,10.0,8.1,0.01
CT,2,39.0,33.4,89.0,29.78,10.0,8.1,0.01
NY,2,45.0,36.0,48.0,29.87,10.0,25.3,
VA,2,50.0,,68.0,29.64,10.0,4.6,
MD,2,51.1,,68.0,29.7,9.0,8.1,0.0
MD,3,51.8,,41.0,29.89,10.0,19.6,
IN,2,35.1,25.5,82.0,30.0,10.0,15.0,
IN,2,36.0,27.5,82.0,30.07,10.0,12.7,
OH,3,34.0,25.5,92.0,29.95,5.0,11.5,0.0
OH,3,36.0,27.1,89.0,30.03,5.0,13.8,0.0
SC,2,60.1,,36.0,30.05,10.0,17.3,
SC,2,47.3,,47.0,30.2,10.0,8.1,
NC,2,68.0,,56.0,29.74,10.0,6.9,
NC,2,75.0,,37.0,29.8,10.0,12.7,
SC,2,73.0,,57.0,29.89,10.0,18.4,
GA,3,61.0,,39.0,30.09,10.0,18.4,
SC,3,80.1,,24.0,29.92,10.0,15.0,
GA,3,51.1,,52.0,30.18,10.0,5.8,
FL,3,80.6,,39.0,30.0,10.0,16.1,
GA,2,75.9,,48.0,29.95,10.0,12.7,
GA,3,66.0,,42.0,30.08,10.0,13.8,
IA,3,55.9,,33.0,30.47,10.0,5.8,
MN,3,48.9,,32.0,30.46,10.0,8.1,
MN,3,50.0,,31.0,30.47,10.0,4.6,
KS,2,55.9,,37.0,30.37,10.0,4.6,
IA,3,32.0,25.6,80.0,30.39,10.0,6.9,
LA,2,73.9,,33.0,30.18,10.0,13.8,
TX,2,60.8,,36.0,30.38,10.0,13.8,
TX,2,65.5,,35.0,30.29,10.0,12.7,
LA,2,73.9,,34.0,30.16,10.0,9.2,
TX,2,69.8,,25.0,30.28,10.0,12.7,
TX,3,66.2,,32.0,30.27,10.0,10.4,
TN,3,43.0,35.4,53.0,30.18,10.0,16.1,
TX,2,68.0,,24.0,30.26,10.0,15.0,
TX,3,75.0,,29.0,30.19,10.0,9.2,
AZ,3,75.4,,14.0,29.82,10.0,20.7,
AZ,4,60.1,,15.0,29.83,10.0,8.1,
AZ,2,66.6,,13.0,29.87,10.0,6.9,
AZ,3,84.9,,4.0,29.71,10.0,26.5,
AZ,2,77.4,,6.0,29.72,10.0,15.0,
AZ,3,66.0,,23.0,29.81,10.0,17.3,
TX,2,60.1,,18.0,30.01,10.0,12.7,
OR,2,63.0,,35.0,30.17,9.0,6.9,
WA,3,40.3,,100.0,30.23,4.0,,
CA,3,43.0,,97.0,30.08,10.0,,
CA,3,48.2,,82.0,30.08,10.0,3.5,
CA,3,43.0,,93.0,30.05,10.0,,
CA,2,48.0,,74.0,30.06,10.0,3.5,
CA,3,63.0,,58.0,30.1,10.0,16.1,
CA,2,42.8,,100.0,30.04,10.0,,
CA,2,44.1,41.5,89.0,30.04,10.0,4.6,
CA,2,46.0,,98.0,29.99,10.0,,
CA,3,51.1,,71.0,30.02,10.0,9.2,
CA,2,51.1,,63.0,30.03,10.0,11.5,0.0
CA,3,53.1,,83.0,30.06,10.0,3.5,0.0
CA,2,55.4,,54.0,30.04,10.0,6.9,
CA,3,62.6,,42.0,30.02,10.0,11.5,
MA,3,34.0,28.0,75.0,29.93,10.0,6.9,
NJ,3,37.0,30.4,57.0,30.15,10.0,9.2,
NY,3,50.0,,38.0,30.21,10.0,21.9,
NY,2,39.0,34.8,57.0,30.37,10.0,5.8,
KY,2,60.1,,28.0,30.42,10.0,8.1,
NC,2,33.8,,93.0,30.35,10.0,,
NC,2,54.0,,41.0,30.36,10.0,5.8,
NC,2,60.1,,30.0,30.37,10.0,3.5,
SC,2,64.9,,25.0,30.27,10.0,4.6,
NC,2,48.0,,54.0,30.35,10.0,4.6,
NC,2,62.1,,26.0,30.32,10.0,9.2,
NC,2,63.0,,26.0,30.28,10.0,3.5,
NC,2,57.9,,31.0,30.3,10.0,3.5,
FL,3,69.1,,90.0,30.06,10.0,3.5,
FL,2,63.0,,100.0,30.09,10.0,,
FL,2,79.0,,66.0,30.07,10.0,10.4,
FL,3,70.0,,78.0,30.12,10.0,6.9,
FL,2,66.4,,87.0,30.09,10.0,5.8,
GA,3,39.0,36.8,73.0,30.27,10.0,3.5,
SC,2,44.1,40.8,55.0,30.35,10.0,5.8,
SC,2,44.1,40.8,55.0,30.35,10.0,5.8,
GA,3,46.0,43.1,51.0,30.36,10.0,5.8,
SC,2,57.9,,32.0,30.38,10.0,5.8,
SC,2,55.9,,34.0,30.39,10.0,3.5,
SC,2,57.9,,35.0,30.37,10.0,4.6,
SC,2,64.4,,28.0,30.3,10.0,,
SC,2,70.0,,19.0,30.28,10.0,4.6,
SC,2,66.2,,24.0,30.27,10.0,,
FL,3,64.9,,68.0,30.22,10.0,19.6,
FL,3,61.0,,78.0,30.24,10.0,12.7,
GA,2,52.0,,46.0,30.26,10.0,16.1,
SC,3,50.0,,50.0,30.22,10.0,8.1,
MO,3,63.0,,22.0,30.38,10.0,11.5,
MO,3,59.0,,26.0,30.24,10.0,6.9,
IL,2,46.0,43.9,50.0,30.52,10.0,4.6,
TX,2,59.0,,55.0,30.18,10.0,10.4,
TX,2,63.0,,56.0,30.2,10.0,10.4,
TX,2,70.0,,47.0,30.16,10.0,,
TX,3,,,,,,,
TX,2,69.1,,35.0,30.06,10.0,11.5,
OK,2,66.9,,28.0,30.07,10.0,16.1,
LA,2,57.0,,49.0,30.29,10.0,10.4,
LA,2,68.0,,36.0,30.19,9.0,3.5,
LA,2,69.1,,39.0,30.17,10.0,6.9,
LA,2,66.9,,42.0,30.17,10.0,6.9,
LA,2,66.0,,50.0,30.16,10.0,8.1,
TX,2,70.0,,35.0,30.1,10.0,11.5,
TN,3,69.1,,24.0,30.27,10.0,5.8,
TN,3,44.1,40.1,71.0,30.42,10.0,6.9,
TN,2,57.0,,39.0,30.44,10.0,9.2,
TN,2,57.0,,39.0,30.44,10.0,9.2,
TN,3,64.0,,28.0,30.38,10.0,9.2,
AL,2,70.0,,30.0,30.28,10.0,8.1,
LA,2,62.1,,46.0,30.16,10.0,5.8,
TX,2,57.2,,59.0,30.2,10.0,11.5,
TX,2,55.9,,64.0,30.25,10.0,11.5,
TX,2,66.9,,49.0,30.17,7.0,10.4,
TX,3,66.0,,47.0,30.15,10.0,11.5,
AZ,2,59.0,,26.0,29.97,10.0,6.9,
AZ,2,63.0,,29.0,29.97,10.0,9.2,
AZ,2,78.8,,17.0,29.95,10.0,11.5,
TX,2,72.0,,17.0,29.71,10.0,20.7,
OR,3,50.0,,63.0,30.22,10.0,4.6,
WA,3,59.0,,38.0,30.17,10.0,6.9,
CA,2,57.2,,67.0,30.16,10.0,,
CA,2,66.0,,40.0,30.15,10.0,3.5,
CA,3,57.2,,63.0,30.14,10.0,3.5,
CA,2,53.6,,67.0,30.16,10.0,,
CA,2,,,,,,,
CA,3,57.9,,67.0,30.14,10.0,3.5,
CA,2,68.0,,45.0,30.09,10.0,,
CA,2,73.0,,30.0,30.01,10.0,4.6,
CA,3,73.4,,33.0,30.05,10.0,16.1,
CA,3,66.0,,59.0,30.09,10.0,10.4,
CA,2,62.1,,67.0,30.07,10.0,9.2,
RI,3,57.0,,23.0,30.04,10.0,,
NY,2,60.1,,22.0,30.3,10.0,12.7,
NC,2,55.0,,49.0,30.45,10.0,9.2,
FL,3,79.0,,64.0,30.15,10.0,23.0,
GA,3,66.0,,28.0,30.32,10.0,8.1,
SC,3,71.1,,26.0,30.34,10.0,9.2,
SC,2,69.8,,25.0,30.31,10.0,8.1,
MN,3,50.0,,38.0,30.45,10.0,,
TX,3,63.0,,93.0,29.95,5.0,6.9,
TX,3,51.8,,82.0,30.07,10.0,4.6,
TN,3,68.0,,28.0,30.32,10.0,5.8,
AZ,2,23.0,,92.0,30.17,10.0,,
CA,3,53.6,,77.0,30.13,10.0,,
CA,2,50.0,,86.0,30.12,10.0,3.5,
CA,3,,,,30.12,10.0,3.5,
CA,2,50.0,,93.0,30.15,7.0,,
CA,2,80.1,,29.0,30.09,10.0,5.8,
CA,2,60.1,,75.0,30.09,10.0,,
CA,3,68.0,,40.0,30.1,10.0,5.8,
CA,3,69.8,,43.0,29.95,10.0,16.1,
PA,2,60.1,,30.0,30.3,10.0,5.8,
NC,2,61.0,,46.0,30.34,10.0,13.8,
FL,3,81.0,,85.0,30.06,10.0,13.8,
MN,3,57.0,,37.0,30.37,10.0,5.8,
MO,3,54.0,,64.0,30.16,10.0,15.0,0.0
TN,3,60.1,,100.0,29.93,2.0,12.7,0.11
AZ,3,55.9,,30.0,29.9,10.0,4.6,
WA,3,41.0,,87.0,30.44,10.0,,
CA,2,61.0,,78.0,30.0,8.0,,
CA,3,61.0,,78.0,29.96,9.0,3.5,
CA,3,66.0,,60.0,29.95,10.0,9.2,
CA,2,75.0,,38.0,29.88,10.0,4.6,
CA,2,84.0,,18.0,29.83,10.0,20.7,
CA,3,60.1,,90.0,29.93,8.0,6.9,
NY,2,57.0,,39.0,30.23,10.0,6.9,
NJ,3,44.6,,66.0,30.48,10.0,,
PA,2,46.0,,68.0,30.46,9.0,,
NY,2,54.0,,51.0,30.46,10.0,15.0,
DE,2,60.1,,33.0,30.4,10.0,16.1,
NY,2,55.0,,25.0,30.49,10.0,9.2,
PA,3,66.0,,34.0,30.22,10.0,17.3,
MD,2,38.1,,99.0,30.45,8.0,,
VA,3,62.1,,50.0,30.34,10.0,15.0,
KY,3,52.0,,89.0,30.03,6.0,5.8,0.07
IN,2,57.2,,67.0,30.12,10.0,10.4,
OH,3,50.0,,54.0,30.14,10.0,5.8,
OH,3,57.9,,93.0,30.13,6.0,8.1,0.0
NC,3,57.2,,63.0,30.25,10.0,5.8,
NC,2,55.9,,75.0,30.25,10.0,9.2,0.0
NC,2,57.2,,88.0,30.21,7.0,6.9,
NC,2,59.0,,90.0,30.13,2.5,20.7,0.03
NC,2,60.1,,69.0,30.33,10.0,6.9,
NC,2,64.0,,65.0,30.2,10.0,17.3,
FL,3,77.0,,84.0,30.01,10.0,8.1,
FL,2,75.9,,97.0,30.05,5.0,9.2,0.12
FL,3,79.0,,82.0,30.0,10.0,9.2,0.0
FL,2,80.1,,81.0,29.93,10.0,12.7,
SC,2,53.6,,100.0,30.13,3.0,9.2,0.15
SC,2,60.1,,100.0,30.04,7.0,10.4,0.05
SC,3,60.8,,94.0,30.03,5.0,11.5,
GA,3,66.9,,93.0,29.86,6.0,16.1,0.16
GA,3,64.9,,93.0,29.86,10.0,13.8,
FL,2,75.0,,87.0,30.03,10.0,11.5,
FL,3,80.1,,74.0,29.95,10.0,10.4,
FL,3,73.9,,87.0,29.91,10.0,5.8,
MO,3,54.0,,90.0,29.99,10.0,12.7,0.0
MN,3,70.0,,29.0,30.15,10.0,9.2,
MN,3,70.0,,28.0,30.14,10.0,3.5,
MO,3,59.0,,83.0,29.98,10.0,11.5,
WI,3,66.0,,21.0,30.16,10.0,9.2,
IL,2,46.0,41.9,46.0,30.22,10.0,8.1,
TX,2,82.0,,33.0,29.94,10.0,8.1,
LA,2,55.9,,93.0,30.01,10.0,4.6,
LA,2,73.9,,52.0,29.97,10.0,10.4,
LA,2,73.9,,52.0,29.95,10.0,10.4,
OK,2,50.0,,94.0,30.1,10.0,6.9,
TX,2,54.0,,75.0,30.07,10.0,,
TX,3,68.0,,46.0,30.13,10.0,12.7,
TX,2,68.0,,55.0,30.07,10.0,11.5,
OK,2,68.0,,49.0,30.08,10.0,12.7,
TX,3,73.4,,41.0,30.0,10.0,10.4,
LA,2,60.1,,75.0,30.01,10.0,11.5,
LA,2,71.1,,55.0,29.94,10.0,6.9,
TX,2,53.1,,83.0,30.06,10.0,15.0,
OK,2,64.0,,52.0,29.98,10.0,4.6,
LA,3,71.1,,61.0,29.95,10.0,8.1,
TN,2,60.1,,90.0,29.94,2.5,11.5,0.05
TN,2,60.1,,90.0,29.94,2.5,11.5,0.05
TX,2,53.1,,89.0,30.03,10.0,5.8,
TX,2,57.2,,72.0,30.06,10.0,5.8,
TX,2,60.8,,63.0,30.08,10.0,5.8,
TX,2,60.8,,63.0,30.08,10.0,5.8,
TX,2,69.8,,43.0,30.09,10.0,8.1,
TX,2,73.4,,36.0,30.07,10.0,6.9,
TX,2,77.0,,39.0,30.05,10.0,15.0,
UT,2,57.2,,59.0,30.14,10.0,9.2,
AZ,2,90.7,,8.0,29.82,10.0,8.1,
WA,3,63.0,,41.0,30.35,10.0,9.2,
CA,3,55.9,,84.0,29.95,10.0,9.2,
CA,3,55.9,,90.0,30.0,5.0,5.8,
CA,2,,,,30.0,8.0,,
CA,3,57.9,,93.0,29.96,3.0,,
CA,2,57.0,,93.0,29.97,3.0,,
CA,3,55.9,,97.0,29.99,2.5,,
CA,2,59.0,,87.0,30.01,2.5,,
CA,2,59.0,,87.0,30.01,3.0,3.5,
CA,3,60.8,,82.0,30.03,4.0,4.6,
CA,3,60.8,,82.0,30.03,4.0,4.6,
CA,3,66.0,,68.0,29.96,10.0,,
CA,3,82.9,,29.0,29.9,10.0,17.3,
CA,2,82.4,,17.0,29.92,10.0,17.3,
NY,3,64.0,,35.0,30.15,10.0,11.5,
NY,2,55.9,,39.0,30.37,10.0,5.8,
PA,2,55.4,,54.0,30.37,10.0,6.9,
NY,2,55.9,,62.0,30.42,10.0,11.5,
PA,2,64.0,,46.0,30.36,10.0,15.0,
VA,3,63.0,,56.0,30.18,10.0,17.3,
KY,3,55.9,,97.0,29.93,4.0,5.8,
KY,2,53.1,,96.0,29.98,10.0,3.5,0.0
KY,3,54.0,,93.0,29.98,10.0,8.1,0.01
OH,3,55.0,,89.0,29.93,10.0,15.0,0.01
OH,3,57.0,,83.0,30.01,10.0,9.2,0.01
NC,2,57.2,,94.0,29.96,4.0,3.5,
NC,2,60.1,,96.0,29.91,2.0,11.5,
NC,2,60.1,,96.0,29.91,2.0,11.5,
NC,3,60.1,,100.0,29.92,3.0,12.7,0.0
NC,2,57.9,,97.0,29.99,7.0,18.4,0.18
NC,2,60.8,,94.0,29.92,10.0,3.5,
NC,2,69.1,,81.0,29.82,10.0,12.7,0.01
NC,2,68.0,,78.0,29.82,8.0,5.8,
NC,2,69.1,,78.0,29.76,6.0,8.1,0.01
NC,2,64.9,,93.0,29.76,10.0,3.5,
NC,3,55.9,,97.0,30.06,4.0,9.2,0.02
NC,2,57.9,,100.0,30.01,10.0,15.0,0.09
NC,2,60.1,,96.0,29.94,4.0,15.0,0.0
NC,2,61.0,,97.0,29.91,10.0,16.1,0.01
FL,3,77.0,,88.0,30.0,10.0,4.6,
FL,2,93.0,,39.0,29.88,10.0,17.3,
FL,2,71.6,,88.0,29.98,10.0,9.2,
FL,2,84.9,,61.0,30.0,10.0,4.6,
SC,3,60.8,,100.0,29.88,10.0,10.4,
SC,2,64.9,,100.0,29.86,1.5,8.1,
GA,3,61.0,,97.0,29.88,6.0,10.4,0.0
SC,2,71.6,,88.0,29.89,5.0,8.1,
SC,2,73.4,,65.0,29.84,10.0,6.9,
SC,2,80.1,,42.0,29.75,10.0,10.4,
GA,3,63.0,,81.0,29.87,10.0,10.4,0.0
FL,3,68.0,,76.0,29.95,10.0,8.1,
FL,3,72.0,,51.0,29.91,10.0,4.6,
FL,3,78.1,,46.0,29.84,10.0,13.8,
FL,2,,,,,,,
FL,3,75.9,,50.0,29.87,10.0,12.7,
SC,3,70.0,,87.0,29.88,10.0,10.4,
GA,2,63.0,,93.0,29.86,10.0,4.6,
SC,3,73.4,,57.0,29.86,10.0,3.5,
GA,3,63.0,,93.0,29.88,10.0,9.2,0.0
NE,2,64.0,,45.0,30.17,10.0,23.0,
IL,2,48.0,,61.0,30.08,10.0,,
TX,2,79.0,,48.0,30.04,10.0,10.4,
TX,2,77.0,,45.0,29.98,10.0,4.6,
LA,3,55.9,,90.0,30.02,6.0,3.5,
LA,2,55.9,,90.0,30.02,6.0,3.5,
LA,3,59.0,,87.0,30.04,10.0,8.1,
LA,2,73.0,,55.0,30.04,10.0,10.4,
LA,2,75.9,,43.0,30.01,10.0,11.5,
LA,3,71.1,,57.0,29.99,10.0,,
TX,2,75.9,,42.0,30.12,10.0,5.8,
TX,2,73.9,,46.0,30.0,10.0,4.6,
TN,2,57.0,,93.0,29.88,10.0,,
FL,3,62.1,,72.0,29.99,10.0,6.9,
AL,2,59.0,,87.0,29.95,6.0,6.9,
TX,2,66.2,,64.0,30.06,10.0,,
TX,2,77.0,,44.0,30.09,10.0,,
TX,2,77.0,,41.0,30.09,10.0,4.6,
TX,3,77.0,,50.0,30.1,10.0,5.8,
CO,3,19.4,4.1,63.0,30.33,,18.4,
CO,2,35.1,27.9,96.0,30.45,3.0,9.2,0.01
AZ,2,71.1,,21.0,29.88,10.0,9.2,
AZ,3,96.1,,7.0,29.79,10.0,8.1,
AZ,2,95.0,,6.0,29.84,10.0,4.6,
WA,2,48.0,,71.0,30.21,10.0,,
WA,2,39.2,,100.0,30.19,7.0,,
WA,3,78.8,,23.0,30.03,10.0,10.4,
NV,2,28.9,,72.0,30.17,10.0,,
CA,2,,,,30.04,8.0,6.9,
CA,2,80.6,,34.0,30.01,10.0,4.6,
CA,2,80.1,,36.0,29.92,10.0,9.2,
CA,3,55.0,,72.0,30.02,10.0,11.5,
CA,2,55.9,,87.0,30.02,6.0,,
CA,2,59.0,,78.0,30.01,7.0,,
CA,3,61.0,,70.0,30.05,5.0,6.9,
CA,3,,,,,,,
CA,3,55.9,,84.0,29.99,10.0,4.6,
CA,2,64.9,,58.0,30.0,10.0,4.6,
NY,3,50.0,,96.0,29.86,2.5,4.6,0.0
NY,3,50.0,,100.0,29.9,10.0,11.5,0.0
NY,2,54.9,,94.0,29.96,4.0,15.0,0.01
PA,2,57.2,,100.0,29.79,1.0,6.9,
NJ,2,57.9,,97.0,29.67,,,0.01
RI,2,53.6,,94.0,29.97,1.5,20.7,
PA,2,48.9,,97.0,29.85,10.0,,
MD,3,54.0,,97.0,29.91,2.5,3.5,0.01
PA,2,54.0,,97.0,29.84,1.8,8.1,0.01
IN,2,64.0,,45.0,29.96,10.0,6.9,
IN,3,63.0,,43.0,29.95,10.0,11.5,
IN,3,61.0,,41.0,29.95,10.0,11.5,
KY,2,63.0,,65.0,29.94,10.0,8.1,
TN,2,63.0,,67.0,29.82,10.0,5.8,
NC,2,59.0,,88.0,29.76,10.0,8.1,
NC,2,59.0,,88.0,29.76,10.0,8.1,
NC,2,71.6,,57.0,29.81,10.0,3.5,
NC,2,71.1,,55.0,29.77,10.0,5.8,
NC,2,71.1,,53.0,29.79,10.0,6.9,
NC,2,71.1,,53.0,29.8,10.0,5.8,
NC,2,71.1,,51.0,29.79,10.0,9.2,
FL,3,78.8,,44.0,29.85,10.0,10.4,
FL,2,72.0,,68.0,29.97,10.0,6.9,
GA,3,55.4,,92.0,29.86,10.0,9.2,
SC,2,59.0,,94.0,29.79,10.0,,
GA,3,59.0,,83.0,29.93,10.0,15.0,
SC,3,69.1,,53.0,29.83,10.0,9.2,
SC,2,77.0,,50.0,29.76,10.0,4.6,
SC,2,70.0,,49.0,29.82,10.0,12.7,
SC,2,68.0,,65.0,29.88,10.0,11.5,
SC,2,68.0,,64.0,29.85,10.0,10.4,
GA,2,75.0,,48.0,29.8,10.0,6.9,
SC,3,71.6,,46.0,29.76,10.0,5.8,
SC,2,77.0,,41.0,29.75,10.0,9.2,
IL,2,63.0,,40.0,30.04,10.0,6.9,
MN,2,59.0,,27.0,30.02,10.0,8.1,
LA,2,73.0,,66.0,30.07,10.0,4.6,
LA,2,73.0,,66.0,30.07,10.0,4.6,
TX,3,55.8,,54.0,30.23,10.0,11.5,
OK,3,46.0,38.8,96.0,30.21,5.0,18.4,0.15
OK,2,46.0,38.8,96.0,30.21,5.0,18.4,0.15
OK,2,52.0,,71.0,30.12,10.0,18.4,
OK,2,46.9,,80.0,30.1,10.0,6.9,
LA,2,62.1,,86.0,30.07,10.0,,
LA,2,78.1,,42.0,30.06,10.0,,
LA,2,78.1,,43.0,30.03,10.0,9.2,
OK,2,53.1,,93.0,30.22,1.5,,0.21
TN,3,61.0,,72.0,30.01,10.0,11.5,
TN,3,69.1,,53.0,30.0,10.0,13.8,
TN,2,66.0,,54.0,29.94,10.0,,
TX,2,82.9,,49.0,30.03,10.0,4.6,
TX,2,84.0,,51.0,30.01,10.0,10.4,
TX,2,89.6,,36.0,29.95,10.0,9.2,
CA,2,55.9,,80.0,30.05,4.0,,
CA,2,59.9,,34.0,29.88,10.0,3.5,
CA,2,53.1,,86.0,30.04,3.0,,
CA,2,62.1,,19.0,29.99,10.0,3.5,
CA,2,57.2,,67.0,30.08,6.0,,
CA,2,57.9,,78.0,30.06,4.0,,
CA,2,59.0,,77.0,30.08,5.0,,
CA,2,80.1,,30.0,29.99,10.0,11.5,
CA,3,63.0,,70.0,30.01,9.0,10.4,
MA,2,54.0,,100.0,29.58,,9.2,0.08
MA,3,64.0,,43.0,29.69,10.0,16.1,
MI,2,41.4,39.4,83.0,29.96,10.0,3.5,
MI,2,48.0,,56.0,29.95,10.0,9.2,
NY,2,51.1,,74.0,29.68,10.0,11.5,
MI,2,61.0,,30.0,29.91,10.0,6.9,
NY,2,55.0,,77.0,29.66,10.0,12.7,
PA,2,62.1,,48.0,29.81,10.0,16.1,
NY,3,64.9,,39.0,29.73,10.0,17.3,
NY,2,68.0,,36.0,29.74,10.0,12.7,
NY,2,68.0,,36.0,29.75,10.0,15.0,
NJ,3,64.0,,43.0,29.83,10.0,5.8,
PA,3,52.0,,57.0,29.83,10.0,13.8,
MD,2,52.0,,59.0,29.97,10.0,12.7,
PA,2,64.9,,40.0,29.83,10.0,5.8,
IN,3,61.2,,35.0,29.88,10.0,5.8,
OH,3,62.6,,52.0,29.84,10.0,,
SC,2,59.0,,83.0,29.86,10.0,,
NC,2,64.4,,52.0,29.93,10.0,5.8,
NC,2,69.1,,58.0,29.86,10.0,4.6,
NC,2,70.0,,57.0,29.84,10.0,8.1,
NC,2,63.0,,87.0,29.83,4.0,3.5,0.01
NC,2,62.6,,77.0,29.86,10.0,8.1,
NC,3,57.9,,81.0,29.89,10.0,5.8,
NC,2,67.6,,55.0,29.9,10.0,3.5,
NC,2,69.1,,61.0,29.89,10.0,3.5,
NC,2,72.0,,55.0,29.87,10.0,8.1,
FL,3,75.0,,60.0,29.95,10.0,9.2,
FL,3,82.9,,38.0,29.88,10.0,8.1,
SC,2,55.9,,84.0,29.84,10.0,5.8,
SC,2,57.9,,90.0,29.8,10.0,,
FL,3,82.0,,44.0,29.81,10.0,13.8,
FL,3,71.1,,63.0,29.9,10.0,5.8,
SC,2,54.0,,93.0,29.84,10.0,,
GA,2,71.1,,57.0,29.86,10.0,,
SC,2,73.0,,51.0,29.83,10.0,4.6,
SC,2,69.8,,56.0,29.88,10.0,9.2,
SC,2,62.6,,100.0,29.85,10.0,5.8,
MN,3,57.0,,40.0,29.87,10.0,9.2,
IL,3,60.1,,45.0,29.98,10.0,8.1,
KS,3,62.1,,56.0,30.0,10.0,,
WI,2,57.2,,33.0,29.93,10.0,9.2,
TX,2,72.0,,49.0,30.01,10.0,6.9,
TX,2,73.6,,47.0,29.96,10.0,5.8,
OK,2,37.9,,97.0,30.04,5.0,,
OK,2,54.0,,64.0,30.03,10.0,5.8,
TX,2,61.0,,62.0,30.09,10.0,4.6,
LA,3,57.9,,72.0,29.96,10.0,13.8,
LA,2,70.0,,49.0,29.9,10.0,10.4,
TN,3,53.1,,100.0,29.82,3.0,8.1,0.12
LA,2,,,,,,,
TN,2,55.9,,90.0,29.88,5.0,3.5,0.01
AL,3,57.0,,96.0,29.84,3.0,10.4,0.0
TN,3,55.0,,93.0,29.9,5.0,4.6,
TN,2,55.9,,90.0,29.88,5.0,3.5,0.01
CO,2,43.5,35.0,57.0,30.17,10.0,20.7,
AZ,2,73.2,,22.0,29.86,10.0,5.8,
NM,3,79.0,,6.0,29.83,10.0,12.7,
OR,2,73.4,,25.0,30.06,10.0,8.1,
WA,2,61.0,,50.0,30.07,10.0,11.5,
WA,2,54.0,,64.0,30.04,10.0,4.6,
WA,2,72.0,,55.0,29.94,10.0,9.2,
CA,3,53.1,,69.0,30.07,10.0,8.1,
CA,2,66.9,,54.0,30.0,8.0,9.2,
CA,3,66.0,,54.0,29.98,10.0,12.7,
CA,2,48.9,,93.0,30.01,8.0,3.5,
CA,3,75.9,,33.0,29.86,10.0,13.8,
CA,3,57.9,,84.0,30.04,10.0,5.8,
CA,3,51.8,,94.0,30.04,1.8,8.1,
CA,2,,,,,,,
CA,2,57.9,,81.0,30.04,5.0,5.8,
CA,2,66.2,,43.0,30.03,3.0,6.9,
CA,3,57.0,,83.0,30.0,7.0,,
CA,2,66.9,,59.0,29.97,10.0,,
RI,3,52.0,,93.0,29.85,7.0,5.8,0.04
MA,3,51.1,,96.0,29.81,1.5,,0.08
MA,2,48.9,,100.0,29.81,,8.1,0.18
CT,3,45.0,,90.0,29.88,10.0,,
MA,3,63.0,,48.0,29.91,10.0,9.2,
MI,2,44.1,39.5,58.0,29.72,10.0,8.1,
MI,2,59.0,,38.0,29.72,10.0,9.2,
MI,2,51.1,,44.0,29.78,10.0,13.8,
NY,3,52.0,,71.0,29.69,10.0,9.2,0.0
NY,3,55.0,,62.0,29.86,10.0,,
NJ,2,51.1,,83.0,29.87,10.0,,
NJ,2,56.3,,59.0,29.87,10.0,4.6,
NJ,2,55.9,,60.0,29.87,10.0,5.8,
NY,2,52.0,,77.0,29.87,10.0,12.7,0.0
