Severity,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
3,MD,69.1,,93.0,30.11,8.0,4.6,
2,OH,73.0,,87.0,29.94,10.0,5.8,
3,NC,73.4,,100.0,29.95,8.0,8.1,
2,FL,73.9,,97.0,29.91,10.0,8.1,
2,FL,82.4,,84.0,29.93,5.0,10.4,
2,SC,71.6,,100.0,29.91,10.0,6.9,
2,SC,88.0,,57.0,29.89,10.0,13.8,
2,SC,77.0,,94.0,29.87,10.0,4.6,0.16
3,FL,75.9,,91.0,29.93,10.0,5.8,
3,MN,75.0,,71.0,29.87,10.0,9.2,
2,OK,73.9,,79.0,29.79,10.0,8.1,
2,TX,89.1,,50.0,29.76,10.0,8.1,
2,LA,86.0,,61.0,29.77,10.0,9.2,
2,TN,71.1,,93.0,29.81,10.0,6.9,
2,AL,79.0,,77.0,29.72,10.0,,
2,TX,81.5,,84.0,29.81,10.0,5.8,
2,AZ,99.5,,6.0,29.66,10.0,3.5,
2,CA,66.2,,73.0,29.85,4.0,4.6,
2,CA,95.0,,26.0,29.65,9.0,11.5,
2,CA,72.0,,51.0,29.85,10.0,5.8,
3,CA,60.1,,86.0,29.84,5.0,,
3,MA,71.1,,49.0,30.15,10.0,8.1,
2,NJ,66.2,,78.0,30.15,10.0,10.4,
2,PA,75.0,,79.0,29.98,10.0,8.1,0.0
2,IN,73.9,,93.0,29.64,8.0,19.6,0.09
2,NC,73.4,,94.0,30.04,3.0,,
2,NC,73.9,,91.0,29.99,8.0,9.2,
2,NC,75.0,,94.0,30.01,7.0,5.8,
2,NC,75.9,,94.0,30.02,10.0,4.6,
2,FL,71.1,,100.0,29.98,6.0,10.4,0.17
2,GA,71.1,,100.0,29.9,10.0,5.8,
3,GA,73.0,,81.0,29.91,10.0,8.1,0.0
3,SC,81.0,,79.0,29.99,10.0,12.7,
2,TX,80.4,,44.0,29.81,10.0,12.7,
2,OK,84.0,,63.0,29.71,10.0,15.0,
2,LA,86.0,,67.0,29.89,10.0,6.9,
3,AL,,,,,,,
3,TX,89.6,,52.0,29.84,10.0,8.1,
3,CA,53.1,,86.0,29.79,7.0,5.8,
2,CA,60.1,,60.0,29.69,10.0,4.6,
3,CA,61.0,,93.0,29.88,9.0,4.6,0.0
3,CA,64.0,,80.0,29.89,4.0,5.8,0.0
3,CA,62.1,,80.0,29.91,10.0,5.8,
3,CA,73.4,,53.0,29.84,10.0,9.2,
3,NY,46.9,,42.0,30.14,10.0,16.1,
2,TX,75.9,,56.0,30.11,10.0,10.4,
2,TN,39.9,36.7,93.0,30.29,10.0,4.6,
3,CA,72.0,,57.0,30.01,10.0,9.2,
2,CA,60.1,,78.0,30.03,10.0,3.5,
3,CA,84.2,,14.0,30.02,7.0,,
3,MI,28.2,22.0,46.0,30.13,10.0,5.8,
2,FL,75.0,,76.0,30.14,10.0,4.6,
2,CA,54.0,,90.0,29.94,4.0,3.5,
3,NC,60.1,,57.0,29.94,10.0,9.2,
2,NC,61.0,,56.0,29.94,10.0,11.5,
2,NC,71.6,,35.0,29.96,10.0,,
2,NC,79.0,,36.0,29.91,10.0,9.2,
2,VA,50.0,,66.0,30.12,10.0,9.2,
2,FL,82.0,,56.0,30.04,10.0,11.5,
2,SC,82.0,,33.0,29.99,10.0,12.7,
2,SC,78.8,,26.0,29.93,10.0,8.1,
3,FL,64.9,,100.0,30.08,0.5,3.5,
3,MN,30.0,22.4,85.0,29.89,1.8,8.1,0.01
2,MN,28.9,21.1,85.0,29.88,1.8,8.1,0.0
2,TX,60.1,,86.0,29.87,10.0,9.2,
3,TX,54.0,,77.0,29.82,7.0,6.9,
2,LA,78.1,,56.0,29.99,10.0,6.9,
2,MS,79.0,,56.0,30.0,10.0,8.1,
2,TX,78.8,,61.0,29.93,9.0,9.2,
2,TX,84.9,,55.0,29.84,10.0,20.7,
2,CO,50.5,,32.0,29.47,10.0,12.7,
2,CA,54.0,,77.0,29.83,10.0,9.2,
2,NV,,,,,,,
2,CA,54.0,,75.0,29.83,10.0,6.9,
2,CA,55.9,,72.0,29.85,10.0,6.9,
2,CA,75.9,,37.0,29.81,10.0,5.8,
3,CA,57.9,,75.0,29.86,10.0,,
3,MI,37.0,27.7,100.0,29.54,2.5,16.1,0.04
2,NY,36.0,30.3,76.0,30.05,10.0,6.9,
3,NY,37.9,30.9,97.0,29.73,9.0,10.4,0.0
2,PA,37.4,33.8,93.0,30.16,10.0,4.6,
3,IN,48.9,,97.0,29.73,4.0,11.5,0.24
3,KY,64.0,,70.0,29.75,10.0,13.8,0.0
2,OH,43.7,42.1,100.0,29.83,2.0,3.5,
3,NC,55.0,,77.0,30.07,10.0,5.8,
2,FL,87.8,,43.0,30.01,10.0,9.2,
2,SC,53.1,,80.0,30.04,10.0,11.5,
3,MN,28.0,14.9,100.0,29.88,0.8,19.6,0.0
2,MN,25.0,14.2,88.0,30.0,0.2,11.5,0.02
2,TX,70.0,,84.0,29.65,10.0,18.4,
2,OK,72.0,,68.0,29.59,10.0,10.4,
3,TN,75.9,,60.0,29.76,10.0,20.7,
3,TN,69.1,,73.0,29.87,10.0,15.0,
2,TX,82.0,,60.0,29.83,10.0,21.9,
3,UT,24.3,18.4,65.0,30.18,10.0,4.6,
3,CA,61.0,,58.0,29.96,10.0,3.5,
2,CA,53.6,,77.0,30.02,10.0,,
2,CA,64.9,,58.0,30.02,9.0,12.7,
2,CA,59.0,,75.0,29.94,7.0,,
2,CA,55.0,,83.0,29.91,7.0,3.5,
2,CA,48.0,,83.0,29.99,5.0,,
2,CA,69.1,,53.0,29.98,10.0,3.5,
3,CA,73.4,,44.0,29.95,10.0,8.1,
2,PA,42.1,40.2,60.0,29.59,0.2,3.5,
2,IN,33.1,23.0,70.0,30.22,6.0,15.0,0.0
2,IN,34.0,25.0,70.0,30.25,9.0,12.7,0.0
3,OH,34.0,21.3,75.0,29.86,9.0,25.3,0.0
2,NC,66.9,,22.0,29.84,10.0,16.1,
2,FL,75.9,,64.0,29.99,10.0,3.5,
2,GA,52.0,,45.0,30.03,10.0,21.9,
2,SC,74.8,,54.0,29.86,10.0,17.3,
2,SC,64.4,,34.0,29.87,10.0,10.4,
2,SC,75.2,,27.0,29.83,9.0,18.4,
3,FL,66.9,,90.0,30.01,10.0,6.9,
3,GA,62.6,,88.0,29.98,10.0,5.8,
2,MN,28.9,18.6,51.0,30.22,10.0,12.7,
3,MN,23.0,13.1,68.0,30.34,10.0,9.2,
2,IL,25.0,14.2,78.0,29.97,10.0,11.5,
2,OK,52.0,,31.0,30.17,10.0,11.5,
2,CO,64.0,,11.0,29.86,10.0,11.5,
3,UT,55.9,,33.0,30.09,10.0,5.8,
2,AZ,70.3,,20.0,30.06,10.0,5.8,
2,WA,46.9,,86.0,30.06,7.0,,0.02
2,CA,57.9,,65.0,29.98,10.0,10.4,
2,CA,53.1,,80.0,30.04,10.0,,
3,CA,64.4,,52.0,30.07,10.0,5.8,
3,CA,55.9,,90.0,30.01,7.0,,
2,NY,26.1,14.5,75.0,30.13,4.0,13.8,0.0
3,NY,36.0,26.0,39.0,30.06,10.0,17.3,
2,NJ,42.6,34.0,34.0,30.09,10.0,19.6,
2,NJ,35.1,32.2,54.0,30.14,10.0,3.5,
3,PA,28.0,19.3,78.0,30.17,2.5,9.2,0.0
3,OH,28.0,20.0,88.0,30.19,3.0,8.1,0.01
3,NC,62.1,,21.0,30.14,10.0,6.9,
2,NC,62.1,,19.0,30.12,10.0,4.6,
3,VA,,,,,,,
3,FL,69.1,,93.0,30.0,10.0,10.4,
3,FL,81.0,,67.0,30.06,10.0,21.9,
3,FL,77.0,,47.0,30.01,10.0,11.5,
2,SC,60.1,,25.0,30.22,10.0,5.8,
3,FL,54.0,,55.0,30.13,10.0,16.1,
2,SC,64.4,,12.0,30.16,7.0,3.5,
2,MN,33.8,29.6,87.0,29.96,10.0,4.6,
2,IA,34.0,26.6,59.0,30.17,10.0,9.2,
2,IL,25.0,20.7,66.0,30.25,10.0,3.5,
2,TX,63.0,,60.0,30.07,10.0,8.1,
2,TX,60.1,,57.0,30.07,10.0,3.5,
2,OK,71.1,,39.0,29.87,10.0,8.1,
2,TX,77.0,,54.0,30.1,10.0,9.2,
2,OK,62.1,,38.0,30.02,10.0,19.6,
3,TX,69.8,,73.0,30.04,10.0,11.5,
3,CO,50.0,,33.0,29.94,10.0,9.2,
2,AZ,81.0,,14.0,29.85,10.0,,
3,AZ,69.1,,26.0,29.91,10.0,8.1,
2,AZ,89.6,,9.0,29.8,10.0,6.9,
2,WA,52.0,,93.0,29.86,7.0,4.6,0.02
3,CA,55.9,,47.0,30.12,10.0,3.5,
2,CA,50.0,,82.0,30.09,10.0,4.6,
2,CA,57.9,,81.0,30.06,10.0,,0.04
2,CA,61.0,,56.0,30.04,10.0,6.9,
2,CA,68.0,,61.0,30.08,8.0,10.4,
2,NH,33.8,29.6,87.0,29.74,1.5,4.6,0.0
3,NY,33.8,27.7,87.0,29.78,2.0,6.9,
2,NJ,41.0,33.9,87.0,29.96,10.0,12.7,
2,MD,42.8,41.1,85.0,30.02,10.0,3.5,
2,PA,39.0,32.8,82.0,30.02,10.0,9.2,0.0
2,NC,68.0,,39.0,30.01,10.0,15.0,
3,SC,61.0,,58.0,30.12,10.0,4.6,
2,MN,15.8,-1.1,68.0,30.2,10.0,19.6,
3,MO,39.0,29.9,50.0,30.1,10.0,17.3,
3,WI,32.0,20.8,64.0,29.84,7.0,17.3,
2,IL,30.9,19.4,38.0,30.09,10.0,17.3,
3,TX,71.1,,87.0,29.86,9.0,5.8,
3,TX,75.9,,85.0,29.65,10.0,11.5,
3,FL,,,,,,,
2,WY,18.0,5.4,81.0,30.21,8.0,11.5,0.0
2,CA,55.4,,100.0,29.96,6.0,16.1,
3,CA,60.8,,88.0,29.91,10.0,,
3,CA,57.9,,75.0,29.95,10.0,3.5,
2,CA,59.0,,78.0,30.01,10.0,,
2,CA,62.1,,70.0,29.97,10.0,4.6,
3,CA,64.9,,65.0,29.93,10.0,4.6,
3,CA,62.1,,75.0,29.96,9.0,9.2,
3,KY,28.9,,89.0,30.12,10.0,,0.0
3,NC,57.9,,90.0,29.74,10.0,6.9,0.0
2,VA,,,,,,,
3,SC,46.0,39.6,96.0,29.79,6.0,15.0,0.01
3,TX,35.1,24.1,82.0,30.12,9.0,19.6,
3,TX,39.9,32.5,65.0,30.09,10.0,12.7,
2,OK,30.9,19.8,61.0,30.27,10.0,16.1,
3,CA,61.0,,100.0,29.89,5.0,12.7,0.03
3,CA,59.0,,82.0,29.98,10.0,,
3,CA,77.0,,44.0,29.96,5.0,4.6,
3,TX,54.0,,66.0,29.84,10.0,5.8,
3,WA,48.0,,83.0,29.59,9.0,6.9,0.03
3,NY,30.0,25.2,49.0,30.21,10.0,4.6,
2,NC,44.6,,61.0,30.05,10.0,,
2,NC,48.0,,56.0,30.1,10.0,5.8,
2,NC,48.0,,74.0,30.1,10.0,4.6,
2,FL,84.9,,51.0,29.99,10.0,9.2,
2,FL,86.0,,65.0,29.99,10.0,16.1,
2,SC,45.0,40.1,93.0,30.05,4.0,9.2,0.01
2,SC,46.9,,93.0,30.03,4.0,3.5,0.01
2,SC,45.0,41.8,93.0,30.05,3.0,5.8,0.02
3,FL,62.6,,100.0,30.02,7.0,11.5,
2,SC,48.9,,93.0,30.07,3.0,5.8,
3,IL,32.2,,96.0,30.16,2.0,,
2,LA,55.9,,93.0,29.93,7.0,9.2,
2,TX,63.0,,70.0,30.03,9.0,6.9,
2,TX,63.0,,70.0,30.03,9.0,8.1,
2,OK,64.9,,40.0,30.19,10.0,16.1,
2,LA,70.0,,61.0,29.97,10.0,4.6,
2,OK,54.0,,57.0,30.26,10.0,4.6,
3,TX,66.0,,42.0,30.17,10.0,9.2,
2,TX,54.0,,100.0,29.96,1.5,4.6,
2,OK,63.0,,35.0,30.13,10.0,11.5,
2,CO,34.0,28.0,96.0,30.22,1.2,6.9,0.0
3,WA,46.0,,100.0,30.29,10.0,,
3,CA,48.9,,86.0,30.06,10.0,5.8,
2,CA,62.6,,55.0,30.09,10.0,4.6,
2,CA,50.0,,86.0,30.14,10.0,3.5,
3,CA,55.0,,83.0,29.91,10.0,,
2,CA,57.0,,69.0,29.91,10.0,5.8,
2,CA,84.9,,33.0,29.91,10.0,12.7,
3,MA,37.0,,79.0,29.96,10.0,,0.0
2,NJ,33.1,,92.0,30.15,,,
3,NJ,39.4,33.8,81.0,30.19,5.0,8.1,
2,MD,36.1,,98.0,30.19,10.0,,
2,MD,46.4,42.4,37.0,30.26,10.0,8.1,
2,NC,48.9,,74.0,30.17,10.0,5.8,
2,NC,62.1,,32.0,30.05,10.0,8.1,
2,NC,57.0,,53.0,30.09,10.0,,
2,VA,48.0,,77.0,30.17,10.0,12.7,
3,FL,69.8,,94.0,30.05,1.0,13.8,
2,SC,46.4,43.5,93.0,30.16,7.0,5.8,
2,SC,48.0,,93.0,30.18,5.0,3.5,
2,SC,62.6,,45.0,30.1,10.0,4.6,
2,SC,66.0,,33.0,30.06,10.0,5.8,
3,SC,64.4,,32.0,30.07,10.0,,
3,GA,48.2,,93.0,30.15,10.0,4.6,
2,GA,54.0,,80.0,30.15,10.0,8.1,
3,IL,39.0,34.8,55.0,30.3,10.0,5.8,
3,IL,30.9,25.2,81.0,30.31,10.0,5.8,
2,LA,62.1,,60.0,30.22,10.0,12.7,
2,TX,72.0,,35.0,30.34,10.0,,
2,OK,70.0,,25.0,30.2,10.0,17.3,
2,OK,55.0,,40.0,30.15,10.0,11.5,
2,LA,75.0,,33.0,30.17,10.0,8.1,
2,TN,57.0,,42.0,30.26,10.0,4.6,
3,FL,,,,,,,
2,FL,64.0,,52.0,30.06,10.0,9.2,
3,AL,68.9,,39.0,30.07,10.0,9.2,
3,AZ,95.0,,4.0,29.82,10.0,3.5,
3,WA,55.9,,69.0,29.87,10.0,11.5,0.01
2,WA,53.1,,55.0,29.99,10.0,16.1,
3,CA,57.0,,62.0,30.02,10.0,4.6,
2,CA,62.1,,84.0,30.01,10.0,,0.0
2,CA,68.0,,52.0,30.11,10.0,4.6,
2,CA,60.8,,42.0,30.1,4.0,,
2,CA,55.9,,75.0,30.12,10.0,3.5,
2,CA,68.0,,59.0,30.02,10.0,,
2,CA,69.1,,57.0,30.03,10.0,3.5,
2,CA,,,,,,,
2,NY,39.9,,51.0,30.2,10.0,,
3,VA,58.3,,32.0,30.1,10.0,6.9,
2,NC,64.9,,34.0,30.14,10.0,6.9,
2,NC,60.1,,44.0,30.13,10.0,5.8,
3,FL,64.9,,81.0,30.12,10.0,12.7,
2,FL,69.1,,54.0,30.16,10.0,11.5,
2,FL,71.1,,63.0,30.13,10.0,18.4,
2,FL,62.1,,70.0,30.17,10.0,4.6,
2,SC,42.1,39.2,85.0,30.09,10.0,4.6,
2,SC,64.9,,39.0,30.18,10.0,3.5,
2,TX,75.0,,40.0,30.15,10.0,13.8,
2,TX,81.0,,31.0,30.01,10.0,8.1,
2,LA,48.9,,90.0,30.25,10.0,3.5,
2,LA,57.0,,74.0,30.25,10.0,8.1,
2,TX,81.0,,31.0,30.01,10.0,8.1,
2,TX,75.0,,41.0,30.0,10.0,5.8,
2,LA,45.0,,90.0,30.25,8.0,,
2,LA,75.9,,30.0,30.16,10.0,3.5,
3,AR,41.0,35.8,89.0,30.23,7.0,8.1,
2,AL,64.4,,42.0,30.19,10.0,4.6,
2,TN,66.9,,28.0,30.14,10.0,6.9,
2,AL,61.0,,56.0,30.14,10.0,,
2,TX,60.8,,55.0,30.23,9.0,4.6,
2,CO,50.4,,32.0,29.76,10.0,9.2,
3,OR,48.9,,71.0,29.84,10.0,3.5,
3,CA,54.0,,69.0,30.1,10.0,6.9,
2,CA,55.9,,80.0,29.95,4.0,19.6,0.0
2,CA,48.0,,89.0,29.96,10.0,10.4,0.0
3,CA,62.4,,39.0,29.98,10.0,,
2,CA,79.0,,26.0,29.88,10.0,13.8,
3,CA,77.0,,28.0,29.9,10.0,10.4,
2,CA,80.6,,24.0,29.88,7.0,20.7,
3,NJ,37.9,,68.0,30.09,10.0,,
2,NY,46.9,,68.0,30.12,10.0,5.8,
2,PA,55.9,,49.0,30.1,10.0,5.8,
2,CT,39.2,35.0,93.0,30.1,6.0,5.8,
2,DC,,,,,,,
3,VA,78.1,,25.0,29.84,10.0,17.3,
2,OH,77.0,,34.0,29.76,10.0,26.5,
2,VA,63.7,,35.0,30.18,10.0,17.3,
2,NC,73.0,,33.0,30.05,10.0,21.9,
3,FL,59.0,,96.0,30.1,10.0,4.6,
3,FL,78.8,,44.0,30.18,10.0,11.5,
2,FL,57.9,,78.0,30.14,10.0,,
3,FL,55.4,,94.0,30.19,10.0,3.5,
2,SC,45.0,,82.0,30.19,10.0,,
2,SC,62.6,,63.0,30.28,8.0,4.6,
2,MN,50.0,,57.0,29.72,10.0,11.5,
3,NE,56.8,,60.0,29.68,10.0,9.2,
3,KS,,,,,,,
2,TX,64.9,,84.0,29.94,10.0,15.0,
3,TX,62.6,,82.0,29.86,10.0,15.0,
2,OK,81.0,,42.0,29.57,10.0,27.6,
2,OK,87.1,,37.0,29.45,10.0,31.1,
2,LA,80.1,,39.0,30.01,10.0,12.7,
3,TX,68.0,,73.0,29.87,10.0,16.1,
2,TN,66.9,,37.0,30.08,10.0,13.8,
2,AL,75.4,,26.0,30.07,10.0,8.1,
2,AL,75.0,,31.0,30.05,10.0,8.1,
2,TX,78.8,,54.0,29.98,10.0,16.1,
3,TX,78.8,,57.0,29.88,10.0,13.8,
2,TX,81.0,,56.0,29.89,10.0,16.1,
2,AZ,68.0,,23.0,29.75,10.0,,
2,OR,41.0,34.7,89.0,29.91,10.0,10.4,
3,CA,48.9,,64.0,30.21,10.0,6.9,
2,CA,53.6,,100.0,29.94,10.0,4.6,
3,MI,51.8,,69.0,29.84,10.0,11.5,
2,DC,,,,,,,
2,VA,68.0,,42.0,30.01,10.0,12.7,
2,IN,72.0,,59.0,29.81,10.0,16.1,
2,IN,78.8,,32.0,29.79,10.0,18.4,
2,OH,64.6,,46.0,29.85,10.0,12.7,
3,KY,64.0,,46.0,29.86,10.0,9.2,
2,NC,68.0,,56.0,30.08,10.0,5.8,
2,NC,78.1,,45.0,30.09,10.0,17.3,
3,FL,73.9,,66.0,30.14,10.0,5.8,
3,GA,53.1,,77.0,30.08,10.0,,
3,MN,39.0,29.0,79.0,29.78,10.0,20.7,
2,NE,66.9,,51.0,29.29,10.0,18.4,
2,MN,33.1,22.6,75.0,30.03,5.0,16.1,0.03
3,WI,35.6,27.5,93.0,29.84,3.0,11.5,
3,LA,81.0,,58.0,29.89,10.0,13.8,
2,TX,84.2,,51.0,29.5,7.0,18.4,
2,TX,72.5,,90.0,29.61,7.0,3.5,0.01
2,MS,,,,,,,
3,TN,73.0,,39.0,29.89,10.0,10.4,
2,AL,50.2,,95.0,30.08,10.0,3.5,
2,TN,71.1,,45.0,29.96,10.0,20.7,
3,TX,73.9,,97.0,29.79,8.0,11.5,
2,TX,75.9,,91.0,29.79,8.0,18.4,0.0
2,AZ,60.8,,8.0,30.04,10.0,13.8,
3,NM,36.0,24.2,62.0,29.68,10.0,24.2,
2,TX,63.0,,6.0,29.75,4.0,33.4,
2,WA,34.0,26.6,92.0,30.25,10.0,9.2,
2,OR,,,,,,,
3,CA,51.8,,62.0,30.39,10.0,17.3,
2,CA,59.0,,45.0,30.34,10.0,8.1,
3,CA,,,,,,,
2,CA,77.0,,12.0,30.17,10.0,5.8,
3,RI,54.0,,75.0,30.0,10.0,11.5,
2,NC,79.0,,48.0,30.04,10.0,20.7,
3,MN,28.9,16.5,72.0,30.01,2.5,18.4,0.0
2,MN,30.0,20.0,56.0,30.02,10.0,12.7,0.0
3,MN,27.0,13.9,89.0,30.07,0.2,18.4,0.0
3,WA,51.8,,100.0,30.16,9.0,6.9,0.02
2,WA,48.0,,89.0,30.06,5.0,9.2,0.03
2,CA,61.0,,62.0,30.29,10.0,,
3,CA,82.4,,9.0,30.19,10.0,11.5,
2,NC,79.5,,55.0,29.76,10.0,15.0,
3,SC,64.4,,94.0,29.75,5.0,11.5,0.55
3,TN,42.1,33.9,60.0,29.95,10.0,17.3,
3,CA,57.9,,67.0,30.03,10.0,5.8,
3,CA,55.9,,75.0,29.9,10.0,10.4,
3,CA,64.0,,34.0,30.01,10.0,3.5,
3,CA,72.0,,40.0,30.0,10.0,8.1,
2,CA,66.0,,50.0,29.97,10.0,9.2,
2,MA,35.1,25.5,92.0,30.32,3.0,15.0,0.01
2,MI,33.1,23.0,82.0,29.72,3.0,15.0,0.0
2,NY,48.0,,66.0,29.55,10.0,18.4,
3,PA,39.9,33.9,97.0,29.62,8.0,9.2,0.03
3,MD,57.9,,100.0,29.49,,,0.09
2,NC,57.2,,41.0,29.7,10.0,8.1,
2,FL,60.8,,88.0,30.06,10.0,,
2,FL,81.5,,33.0,30.02,10.0,6.9,
3,GA,39.0,31.8,79.0,29.96,10.0,11.5,
2,SC,44.6,39.2,71.0,29.78,10.0,10.4,
3,SC,44.6,38.4,61.0,29.81,10.0,12.7,
2,SC,55.0,,53.0,29.83,10.0,19.6,
2,SC,62.1,,44.0,29.8,10.0,15.0,
3,MN,30.2,19.8,80.0,29.96,10.0,13.8,
2,OK,37.9,30.9,57.0,30.27,10.0,10.4,
2,TX,57.9,,65.0,30.25,10.0,3.5,
2,TX,82.0,,29.0,30.03,10.0,9.2,
2,LA,53.1,,61.0,30.27,10.0,5.8,
2,LA,66.0,,33.0,30.26,10.0,10.4,
2,LA,66.9,,32.0,30.15,10.0,3.5,
3,TN,35.1,28.6,78.0,29.99,8.0,8.1,0.01
3,TX,77.0,,22.0,30.25,10.0,5.8,
2,TX,73.9,,37.0,30.17,10.0,12.7,
3,TX,61.0,,67.0,30.17,10.0,4.6,
2,UT,48.9,,43.0,29.67,10.0,10.4,
3,WY,46.9,,29.0,29.6,10.0,19.6,
2,TX,69.1,,7.0,29.94,10.0,10.4,
2,CA,50.0,,89.0,30.12,10.0,6.9,0.01
2,CA,51.1,,96.0,30.01,9.0,5.8,
2,CA,57.2,,67.0,30.02,10.0,5.8,
2,CA,63.0,,46.0,30.03,10.0,,
2,CA,59.0,,58.0,30.03,10.0,16.1,
3,CA,66.0,,34.0,29.96,10.0,21.9,
3,CA,64.4,,32.0,30.01,10.0,12.7,
2,CA,62.1,,44.0,29.99,10.0,,
2,MI,30.9,20.7,81.0,29.73,7.0,13.8,
2,MI,28.9,16.9,72.0,29.74,10.0,17.3,0.0
2,NY,35.6,27.5,70.0,29.67,10.0,11.5,
3,OH,32.0,22.1,82.0,29.79,5.0,13.8,0.0
2,IN,35.1,26.4,64.0,29.94,10.0,12.7,
2,IN,32.0,22.1,64.0,29.96,10.0,13.8,
3,KY,44.1,38.6,60.0,29.99,10.0,10.4,
3,VA,37.0,,96.0,29.87,10.0,,
2,FL,78.1,,36.0,30.1,10.0,10.4,
3,FL,73.0,,46.0,30.09,10.0,10.4,
3,SC,71.6,,29.0,29.86,10.0,11.5,
2,FL,54.0,,64.0,30.17,10.0,9.2,
2,SC,54.0,,41.0,30.09,10.0,10.4,
2,MN,42.1,37.1,41.0,29.96,10.0,8.1,
2,IL,28.9,19.2,75.0,29.92,10.0,11.5,
3,TX,59.0,,87.0,29.96,10.0,8.1,
2,TX,73.9,,55.0,29.97,10.0,10.4,
2,TN,32.0,,88.0,30.07,10.0,,
2,TN,48.9,,59.0,30.08,10.0,,
2,TX,71.6,,69.0,30.05,9.0,6.9,
2,CA,46.4,42.9,87.0,30.34,10.0,6.9,
3,CA,54.0,,40.0,30.12,10.0,13.8,
2,CA,41.0,38.0,76.0,30.15,10.0,4.6,
2,CA,50.0,,40.0,30.19,10.0,9.2,
2,CA,57.0,,53.0,30.2,10.0,,
2,CA,64.0,,23.0,30.19,10.0,5.8,
3,CA,66.0,,32.0,30.14,10.0,4.6,
2,CA,66.0,,27.0,30.08,10.0,17.3,
3,MI,39.0,33.4,62.0,29.88,7.0,8.1,
2,NJ,32.0,27.5,75.0,29.89,10.0,4.6,
3,OH,37.0,28.5,73.0,29.82,10.0,13.8,
2,TN,81.0,,41.0,29.82,10.0,17.3,
2,SC,59.0,,62.0,29.9,10.0,9.2,
2,NC,55.9,,75.0,29.91,10.0,,
2,NC,80.1,,29.0,29.88,10.0,12.7,
2,NC,73.4,,44.0,29.74,10.0,5.8,
2,SC,62.1,,53.0,29.89,10.0,9.2,
3,FL,90.0,,15.0,30.04,10.0,18.4,
2,SC,60.8,,63.0,30.04,10.0,9.2,
3,SC,80.1,,43.0,29.94,10.0,18.4,
2,LA,78.1,,58.0,30.01,10.0,13.8,
2,LA,75.9,,58.0,30.06,10.0,9.2,
3,TX,64.4,,88.0,29.9,10.0,6.9,
3,LA,72.0,,68.0,29.97,10.0,15.0,
2,TX,68.0,,84.0,29.95,10.0,3.5,
2,TX,71.6,,73.0,29.97,9.0,4.6,
2,TX,79.0,,64.0,30.01,10.0,13.8,
2,CO,30.9,27.5,43.0,30.24,10.0,3.5,
2,CO,37.4,33.8,33.0,30.23,50.0,4.6,
3,NM,41.0,37.1,18.0,30.16,10.0,5.8,
2,WA,55.9,,62.0,30.19,10.0,11.5,
2,CA,57.9,,65.0,29.96,10.0,12.7,
2,CA,45.0,43.5,63.0,30.06,10.0,3.5,
3,CA,57.2,,25.0,30.08,10.0,,
3,CA,54.0,,47.0,30.04,10.0,,
2,CA,62.1,,62.0,30.05,10.0,11.5,
3,CA,64.0,,50.0,30.05,10.0,4.6,
2,CA,63.0,,60.0,30.06,10.0,12.7,
3,CA,66.0,,48.0,30.03,10.0,12.7,
3,CA,75.2,,27.0,30.01,10.0,15.0,
3,CA,72.0,,22.0,29.95,10.0,16.1,
2,MA,35.1,31.0,92.0,29.74,2.5,4.6,0.02
2,MI,33.8,26.4,75.0,29.97,10.0,9.2,
2,MI,50.0,,32.0,30.2,10.0,19.6,
2,PA,44.1,40.1,73.0,29.73,10.0,6.9,
3,NY,42.1,35.2,82.0,29.63,10.0,12.7,0.0
2,NY,37.9,32.1,93.0,29.67,10.0,8.1,0.01
3,NY,39.0,34.0,76.0,29.84,10.0,6.9,
2,VA,53.1,,61.0,29.72,10.0,4.6,0.0
2,IN,48.0,,52.0,30.29,10.0,15.0,
3,SC,73.9,,41.0,29.85,10.0,11.5,
2,FL,77.0,,57.0,30.04,10.0,9.2,
3,SC,54.0,,37.0,30.13,10.0,9.2,
2,GA,66.0,,37.0,30.05,10.0,9.2,
3,MO,42.1,34.9,62.0,30.37,10.0,13.8,
2,NE,37.9,30.9,79.0,30.47,10.0,10.4,
3,MN,50.0,,31.0,30.47,10.0,4.6,
2,TX,76.3,,26.0,30.17,10.0,10.4,
2,LA,72.0,,38.0,30.23,10.0,13.8,
2,OK,60.1,,33.0,30.42,10.0,13.8,
2,LA,66.0,,47.0,30.21,10.0,9.2,
2,TX,62.1,,38.0,30.25,10.0,5.8,
3,TN,43.0,35.4,53.0,30.18,10.0,16.1,
2,TN,48.0,,46.0,30.3,10.0,12.7,
3,TN,45.0,38.5,58.0,30.1,10.0,13.8,
2,TX,75.2,,21.0,30.26,10.0,6.9,
3,UT,51.1,,24.0,29.83,10.0,16.1,
2,AZ,61.0,,26.0,29.82,10.0,12.7,
3,WA,39.9,37.8,93.0,30.23,10.0,3.5,
3,WA,53.1,,64.0,30.3,10.0,3.5,
2,CA,41.0,37.1,89.0,30.05,10.0,5.8,
2,CA,66.0,,28.0,30.02,10.0,12.7,
2,CA,46.4,,81.0,30.03,10.0,,
2,CA,54.0,,66.0,30.04,10.0,,0.0
3,CA,62.1,,53.0,30.02,10.0,10.4,
3,NY,39.0,34.0,57.0,30.41,10.0,6.9,
